src1.lognorm src2.lognorm src3.lognorm src1.logkT src1.lognH
-1.939720864073992246e+00 -2.468314905082776178e+00 -2.371945397401098887e+00 1.318916316196743210e-01 1.991454465897032833e+01
-1.892737154493277174e+00 -2.427006926207885051e+00 -2.363647322334314183e+00 1.196930995179097401e-01 1.980566117472409360e+01
-1.856795794337402050e+00 -2.381405631220728125e+00 -2.349201256094973544e+00 1.108128534249188668e-01 2.033704449863272146e+01
-1.846008337995455051e+00 -2.348458386406866438e+00 -2.416978713623946007e+00 1.052730841396520844e-01 1.984127334385801689e+01
-1.896512271483143053e+00 -2.372089197849034825e+00 -2.410317843017200090e+00 1.174465107618405391e-01 2.038547758297260160e+01
-1.889499869421765510e+00 -2.400199711696305194e+00 -2.497631984440223718e+00 1.223425428184019559e-01 1.950280448786134713e+01
-1.892524960452202976e+00 -2.358328283523977831e+00 -2.355713643497497678e+00 1.133979641066682476e-01 1.940048859463775699e+01
-1.950041890054352578e+00 -2.450713625904556991e+00 -2.486722641595460637e+00 1.410434286625577016e-01 1.912315275066883302e+01
-1.977804289160529194e+00 -2.422588202995733297e+00 -2.467757038138273629e+00 1.422766368596941611e-01 1.930400239522595740e+01
-1.854405306705809053e+00 -2.372599556179924463e+00 -2.443499721285640192e+00 1.131487479307411448e-01 2.067215875262602509e+01
-1.825269632026053301e+00 -2.383507241632701223e+00 -2.299330325716585577e+00 1.002697920574004975e-01 1.965719517451218934e+01
-1.919404911368329358e+00 -2.434621347387795787e+00 -2.437210553999254792e+00 1.308108366173992287e-01 1.943277173905966393e+01
-1.924413547195904961e+00 -2.439150710056050997e+00 -2.427437942645471303e+00 1.356279151991337528e-01 2.004505282180377890e+01
-1.933028751317739768e+00 -2.440805303256150971e+00 -2.371538791747826558e+00 1.313779731019031338e-01 2.032392564008774372e+01
-1.877158808978950155e+00 -2.363043181596825804e+00 -2.375549854982152098e+00 1.097823982545511612e-01 1.941344210475774190e+01
-1.851730381620837029e+00 -2.365727533466778887e+00 -2.358783530324714661e+00 1.061015198851502639e-01 2.044021748555181262e+01
-1.824433888448775853e+00 -2.320324356296112001e+00 -2.417092971763086240e+00 8.681573863703784255e-02 1.914950024745884605e+01
-1.962257663792236428e+00 -2.408376874938713996e+00 -2.411180280575295320e+00 1.341901901539950259e-01 1.926245421452861706e+01
-1.928701378997882188e+00 -2.402482698520916671e+00 -2.415031021659046928e+00 1.277643399125958368e-01 2.035935830408606151e+01
-1.902692329323047105e+00 -2.408830745202610757e+00 -2.341798833710084793e+00 1.174715168215496597e-01 2.026249252090870456e+01
-1.951601183679850138e+00 -2.423405023154062476e+00 -2.402425572813638333e+00 1.437376063613613475e-01 2.095754455160754759e+01
-1.922953811511744604e+00 -2.455985654229571935e+00 -2.420344479833781648e+00 1.196348131181008689e-01 2.000006814217454831e+01
-1.944522805800155574e+00 -2.386891378773149164e+00 -2.359695473219692197e+00 1.409538510341366013e-01 1.927303288139757242e+01
-1.924292893049157627e+00 -2.392547068804813826e+00 -2.351503824325990699e+00 1.290667072850797403e-01 1.906524214267598438e+01
-1.902691603180884705e+00 -2.376001144642852836e+00 -2.348145618928723977e+00 1.177891765837326687e-01 1.912777510094015199e+01
-1.872966881167874575e+00 -2.371151479220039882e+00 -2.440682450495863520e+00 1.205677419581934195e-01 2.013151113929333036e+01
-1.866989661696711877e+00 -2.437145215845648138e+00 -2.409576800909290384e+00 1.126009644873136040e-01 1.990515321362607537e+01
-2.002507337966212830e+00 -2.571246732885207997e+00 -2.587466579107960740e+00 1.577559644747785761e-01 1.903508721217673738e+01
-1.863273459100621920e+00 -2.363002852200273729e+00 -2.370392553772481037e+00 1.177381296725905635e-01 1.900962671335733845e+01
-1.819339315625748021e+00 -2.299663514989821245e+00 -2.383809842955299629e+00 1.009070606592099573e-01 1.907406077913058340e+01
-1.869457975344480438e+00 -2.350022481285972020e+00 -2.307997854227983758e+00 1.109904001950905439e-01 1.959365292186300778e+01
-1.866763536775746246e+00 -2.335581416905350594e+00 -2.353698688491842717e+00 1.053428780594103387e-01 1.998156734309565863e+01
-1.854888077195658624e+00 -2.365898076199814071e+00 -2.354870177698460409e+00 1.045722486665714435e-01 2.030949455127224823e+01
-1.980613315915631389e+00 -2.513324764319102123e+00 -2.433581272078730429e+00 1.455765634503483064e-01 1.925791757368650892e+01
-1.866934967796899159e+00 -2.372509801282777886e+00 -2.215439183872162765e+00 1.078541804909711743e-01 1.901569273262295212e+01
-2.008731707679762835e+00 -2.492290636880717614e+00 -2.525285734165676921e+00 1.559330690368199157e-01 1.918389709192283377e+01
-1.958295920385516808e+00 -2.434619055918346042e+00 -2.290079247761183545e+00 1.326010175236627120e-01 2.022371524481475547e+01
-1.909557351512193080e+00 -2.392874206204884224e+00 -2.396099067555318207e+00 1.179410365852455733e-01 1.935793973612733510e+01
-1.927361289947056022e+00 -2.349723521446575702e+00 -2.396478626302543269e+00 1.302046909184997325e-01 2.077046743777694360e+01
-1.978442509172620767e+00 -2.457596143033228486e+00 -2.447016695150463050e+00 1.433333458719694420e-01 1.969274048307072178e+01
-1.921977419239084384e+00 -2.432382562530690961e+00 -2.547527971098821453e+00 1.330492816534971645e-01 1.995549203921103043e+01
-1.908042986853756950e+00 -2.443734174596035480e+00 -2.460267341445382172e+00 1.252394407371424379e-01 1.968105307671896753e+01
-1.893041797327354558e+00 -2.457955703553936111e+00 -2.389464275226738543e+00 1.154150683059134153e-01 1.946763128013896349e+01
-1.897410403410671798e+00 -2.455735402516482146e+00 -2.520723501634092756e+00 1.285126914568097689e-01 1.983226074385336446e+01
-1.951337136283185281e+00 -2.435635385281861964e+00 -2.427481873542742363e+00 1.267634361490999062e-01 1.993349112401458001e+01
-1.905745700609052129e+00 -2.440498224333445876e+00 -2.427479856935699232e+00 1.297249599616949745e-01 2.021899045390501115e+01
-1.915459719753332735e+00 -2.419834600378803380e+00 -2.396747426195858566e+00 1.251256402008809054e-01 2.067521644184920504e+01
-1.892693257155896092e+00 -2.400496078897731422e+00 -2.349961313568858401e+00 1.265604914694651306e-01 2.001099814034547819e+01
-1.905851297243263076e+00 -2.436297869065866095e+00 -2.383659265301801611e+00 1.209204412128732642e-01 1.926338096082308127e+01
-1.964189035848587395e+00 -2.538488047099127343e+00 -2.547573533671867452e+00 1.538816941924987525e-01 2.018931146283292577e+01
-1.903109764858121444e+00 -2.433924561073290249e+00 -2.421831946314590311e+00 1.213107845629619597e-01 2.063377877338803756e+01
-1.983467785545519391e+00 -2.464879252072529781e+00 -2.371400155216377925e+00 1.501259009250333065e-01 2.027698577775684896e+01
-1.980548028798612137e+00 -2.472127170243734184e+00 -2.418741059733884313e+00 1.412749612610317840e-01 2.046874840074558222e+01
-1.943606104360348752e+00 -2.348538307407965320e+00 -2.428039120897388159e+00 1.346680174467183022e-01 2.048335269597036756e+01
-1.902385738009068739e+00 -2.461178399237796022e+00 -2.525614539905236988e+00 1.242175663062452529e-01 1.991192697379794296e+01
-1.994563755255966520e+00 -2.497721841165799539e+00 -2.411929763792953096e+00 1.480822632020535323e-01 2.037234602108546966e+01
-1.890927362812509394e+00 -2.364671154437031575e+00 -2.369916260051489587e+00 1.151572825316002913e-01 1.968824519607110446e+01
-1.863273459100621920e+00 -2.363002852200273729e+00 -2.370392553772481037e+00 1.177381296725905635e-01 1.900962671335733845e+01
-1.897410403410671798e+00 -2.455735402516482146e+00 -2.520723501634092756e+00 1.285126914568097689e-01 1.983226074385336446e+01
-1.953690178790410847e+00 -2.488282191170599233e+00 -2.410188608774433305e+00 1.411314316988816486e-01 1.943921486900569562e+01
-1.823077679290392439e+00 -2.363292956378975518e+00 -2.343838133848097804e+00 9.860300241924768727e-02 1.986245832673820289e+01
-1.932514094218902301e+00 -2.406468351803438210e+00 -2.403877696621393056e+00 1.228519538594246008e-01 1.936858696607048813e+01
-1.890265044722118759e+00 -2.412380220911505724e+00 -2.369996962114559125e+00 1.129243847352565666e-01 1.963351630263624514e+01
-1.964453707413428063e+00 -2.431301824521146848e+00 -2.392080788448376794e+00 1.359096920631754912e-01 1.998757679854337255e+01
-1.859792768811560748e+00 -2.371488794831506652e+00 -2.362758238448604331e+00 1.039694170526654915e-01 1.998138831305515595e+01
-1.891029309005355152e+00 -2.436998089172102588e+00 -2.435560201518016221e+00 1.135309325146738324e-01 1.901958871044362809e+01
-1.890985692343294389e+00 -2.327803175414532078e+00 -2.344743335028699249e+00 1.103299137078046499e-01 1.915695519194272123e+01
-1.913193381237377366e+00 -2.475147379069975173e+00 -2.396523458046806887e+00 1.370639237769109009e-01 1.919949040436253185e+01
-1.848303793483298207e+00 -2.445993687554693707e+00 -2.312446153142028393e+00 1.073035394662471553e-01 2.076553768090771257e+01
-1.945426696287141155e+00 -2.373564957457501734e+00 -2.415706054367202427e+00 1.265071065242695525e-01 1.931525077155959735e+01
-1.914857532209746971e+00 -2.439794535956513855e+00 -2.364196252996094927e+00 1.241185494732426342e-01 2.010522445384022561e+01
-1.933833684924781693e+00 -2.483894279395545190e+00 -2.418231204477889307e+00 1.303133070570172691e-01 2.048556295399158955e+01
-1.965217733817025803e+00 -2.464174918749796994e+00 -2.432965546878428142e+00 1.392097303349180137e-01 1.999961390301357866e+01
-1.931801323424153338e+00 -2.434297010825400953e+00 -2.425543406733210894e+00 1.303216565841456287e-01 2.034485285375012609e+01
-1.849779078936162335e+00 -2.366526132989805298e+00 -2.511713090744341237e+00 1.096318932279736202e-01 1.975762287629724767e+01
-1.950333409811406682e+00 -2.400142259200511496e+00 -2.475928571195707306e+00 1.301691970282674582e-01 2.110317600738427046e+01
-1.934208997524965667e+00 -2.434817178764984824e+00 -2.339667137974439370e+00 1.242590336072399992e-01 2.031220039107217801e+01
-1.946498606839354828e+00 -2.424416307450451669e+00 -2.432312051607770087e+00 1.381995939330282752e-01 2.022044726645053103e+01
-1.909646936838850451e+00 -2.461460028836255809e+00 -2.385589594577793626e+00 1.196778988575659675e-01 1.954248738926248308e+01
-1.866993445955588804e+00 -2.377287865327953220e+00 -2.308572125602303515e+00 1.186994481531269408e-01 2.040249093000288738e+01
-1.974220507315186168e+00 -2.496079446505306443e+00 -2.456546110328195809e+00 1.595524677960713511e-01 2.069830564440789544e+01
-1.934295219395921528e+00 -2.438987359577305725e+00 -2.391424995742614357e+00 1.165821461572571494e-01 1.960734978022154706e+01
-1.890265044722118759e+00 -2.412380220911505724e+00 -2.369996962114559125e+00 1.129243847352565666e-01 1.963351630263624514e+01
-1.960876076149815184e+00 -2.478669789309901006e+00 -2.447372404111513688e+00 1.253700407106688175e-01 1.942131738515849193e+01
-1.917136020873122959e+00 -2.417815113260918913e+00 -2.365328489132673795e+00 1.247928220495198026e-01 1.904686434122630345e+01
-1.985634251068082001e+00 -2.497766757193567777e+00 -2.378201535098989794e+00 1.527024732133175355e-01 1.999808835243516469e+01
-1.950319828555228341e+00 -2.476456801145443087e+00 -2.431481683645712266e+00 1.370770942890024990e-01 1.963025678290357590e+01
-1.872966881167874575e+00 -2.371151479220039882e+00 -2.440682450495863520e+00 1.205677419581934195e-01 2.013151113929333036e+01
-1.937537280870787804e+00 -2.487396439680201965e+00 -2.488980803590888691e+00 1.449737683685521361e-01 1.958465093350912767e+01
-1.952346335340349626e+00 -2.454924354071439829e+00 -2.455529351343610500e+00 1.427234748964263389e-01 1.904409185910685665e+01
-1.888929699137058549e+00 -2.333819147130279603e+00 -2.232204692147917058e+00 9.800178464551612123e-02 1.963608191904477351e+01
-1.891568132804228419e+00 -2.421361718500210536e+00 -2.463957317891484422e+00 1.155432468729538087e-01 1.990813462981352799e+01
